rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
2129,9653622,K02513.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,19.0054098,6.04e-05,-6.04e-05,144.15574,0.00266,-0.00266,2454977.156,0.00266,-0.00266,0.0,,,,,,1.228,71.22,-4.989,1.843,0.152,-0.152,,,,542.4,35.0,-35.0,0.251685,71.24311,-4.980824,0.35836,191.93506,-1.44376,LS+MCMC,28.47,9.16,-3.65,0.1412,,,86.29,,,758.0,,,78.19,74.12,-26.61,18.98,9.5,-9.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3058,0.3071,q1_q17_dr25_koi,4.3425894,17.672268,20.2,1,73.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4701,Mandel and Agol (2002 ApJ 580 171),,,009/009653/009653622/dv/kplr009653622-20160209194854_dvr.pdf,009/009653/009653622/dv/kplr009653622-001-20160209194854_dvs.pdf,6347.0,176.0,-220.0,4.423,0.067,-0.202,-0.32,0.25,-0.35,1.036,0.333,-0.133,1.032,0.159,-0.12,,,,q1_q17_dr25_stellar,293.66885,46.37925,14.839,15.238,14.805,14.668,14.63,13.757,13.453,13.367,0.315,19.577911,2.1e-05,46.37937,0.00024,-0.5,0.77,0.45,0.87,0.00023,0.00042,-0.00032,0.00049,0.26,0.23,0.5,0.16,0.56,0.19,0.26,0.25,0.38,0.16,0.46,0.21
2282,11752906,K00253.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.383159135,6.398e-06,-6.398e-06,170.604622,0.000744,-0.000744,2455003.605,0.000744,-0.000744,0.0,,,,,,0.197,0.237,-0.197,1.7504,0.0334,-0.0334,,,,2313.2,40.8,-40.8,0.043356,0.001104,-0.000801,10.80586,1.00691,-3.02453,LS+MCMC,2.73,0.1,-0.17,0.0562,,,89.61,,,530.0,,,18.73,3.1,-3.66,28.55,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0767,0.6737,q1_q17_dr25_koi,9.955957,55.220226,64.4,2,171.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.0073,Mandel and Agol (2002 ApJ 580 171),,,011/011752/011752906/dv/kplr011752906-20160209194854_dvr.pdf,011/011752/011752906/dv/kplr011752906-001-20160209194854_dvs.pdf,3757.0,74.0,-82.0,4.681,0.039,-0.015,0.48,0.05,-0.15,0.576,0.022,-0.036,0.581,0.029,-0.029,,,,q1_q17_dr25_stellar,285.57434,49.962269,15.254,16.625,15.335,14.667,14.261,13.089,12.399,12.29,0.0,19.0382828,3e-06,49.962,3e-05,-0.25,0.11,-0.97,0.11,0.00013,0.00034,-0.00185,0.00045,-0.3,0.18,1.5,0.3,1.53,0.33,-0.361,0.092,-0.271,0.091,0.451,0.092
2364,6697605,K02851.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.709,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,3.42064689,1.928e-05,-1.928e-05,132.30629,0.00487,-0.00487,2454965.306,0.00487,-0.00487,0.0,,,,,,0.92,0.021,-0.63,1.767,0.118,-0.118,,,,356.8,30.4,-30.4,0.021524,0.000255,-0.004986,0.47172,6.7257,-0.17371,LS+MCMC,2.27,0.25,-0.22,0.0426,,,82.03,,,1129.0,,,382.68,118.21,-88.58,6.63,3.3,-3.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,3.9437602,16.792065,13.9,2,330.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.5491,Mandel and Agol (2002 ApJ 580 171),,,006/006697/006697605/dv/kplr006697605-20160209194854_dvr.pdf,006/006697/006697605/dv/kplr006697605-001-20160209194854_dvs.pdf,5370.0,85.0,-75.0,4.411,0.104,-0.076,0.14,0.15,-0.15,0.966,0.105,-0.095,0.877,0.064,-0.037,,,,q1_q17_dr25_stellar,293.56635,42.13258,15.472,16.117,15.397,15.196,15.088,14.068,13.67,13.556,0.0,19.5710968,4.1e-06,42.131915,6.9e-05,0.32,0.16,-2.39,0.25,4.5e-05,6.6e-05,-0.00025,9.8e-05,0.19,0.49,2.16,0.9,2.17,0.9,0.76,0.3,-3.13,0.87,3.22,0.84
2559,7202957,K02687.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,1.716828304,9.408e-06,-9.408e-06,132.03204,0.00439,-0.00439,2454965.032,0.00439,-0.00439,0.0,,,,,,0.7,0.276,-0.475,2.068,0.132,-0.132,,,,59.5,5.0,-5.0,0.007546,0.001951,-0.000514,0.65299,1.17562,-0.61348,LS+MCMC,0.74,0.12,-0.03,0.028,,,81.38,,,1455.0,,,1056.84,452.51,-186.21,4.67,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,13.045183,49.99458,14.2,2,782.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4906,Mandel and Agol (2002 ApJ 580 171),,,007/007202/007202957/dv/kplr007202957-20160209194854_dvr.pdf,007/007202/007202957/dv/kplr007202957-001-20160209194854_dvs.pdf,5808.0,105.0,-128.0,4.522,0.03,-0.12,-0.06,0.15,-0.15,0.902,0.138,-0.046,0.987,0.049,-0.078,,,,q1_q17_dr25_stellar,292.61511,42.764252,10.158,10.588,10.079,9.973,9.932,9.052,8.761,8.693,,19.5076428,5.8e-06,42.764669,7.4e-05,-1.27,0.23,1.51,0.27,,,,,-1.86,0.64,1.48,0.78,2.38,0.89,-2.9,0.77,1.93,0.76,3.48,0.93
2724,11618601,K03022.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.972,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.05368985,5.076e-05,-5.076e-05,135.11296,0.00864,-0.00864,2454968.113,0.00864,-0.00864,0.0,,,,,,0.53,0.428,-0.314,2.514,0.219,-0.219,,,,171.5,17.6,-17.6,0.012312,0.000589,-0.000882,1.72975,2.02661,-0.33279,LS+MCMC,1.21,0.37,-0.11,0.0576,,,87.71,,,1007.0,,,243.06,217.63,-66.98,13.27,5.2,-5.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,3.4194903,10.617677,11.5,2,255.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8574,Mandel and Agol (2002 ApJ 580 171),,,011/011618/011618601/dv/kplr011618601-20160209194854_dvr.pdf,011/011618/011618601/dv/kplr011618601-002-20160209194854_dvs.pdf,5772.0,156.0,-173.0,4.528,0.038,-0.212,0.0,0.25,-0.3,0.901,0.275,-0.086,0.999,0.114,-0.125,,,,q1_q17_dr25_stellar,295.58649,49.666851,15.4,15.943,15.33,15.167,15.071,14.078,13.761,13.648,0.622,19.705749,3.4e-05,49.66713,0.00028,-0.6,1.2,1.0,1.0,-0.0001,0.00021,-8e-05,0.00018,-0.29,0.6,-0.15,0.49,0.33,0.59,-0.44,0.55,0.2,0.49,0.49,0.55
2738,8008067,K00316.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,7.305706326,8.191e-06,-8.191e-06,131.77905,0.000945,-0.000945,2454964.779,0.000945,-0.000945,0.0,,,,,,0.826,0.069,-0.575,1.4228,0.0284,-0.0284,,,,264.9,6.9,-6.9,0.016939,7.7e-05,-0.002033,4.46699,16.10793,-0.15646,LS+MCMC,2.11,0.33,-0.25,0.0744,,,87.97,,,972.0,,,210.72,89.48,-60.72,23.3,10.5,-10.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2193,0.4785,q1_q17_dr25_koi,6.2199183,33.300167,43.6,3,173.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9178,Mandel and Agol (2002 ApJ 580 171),,,008/008008/008008067/dv/kplr008008067-20160209194854_dvr.pdf,008/008008/008008067/dv/kplr008008067-003-20160209194854_dvs.pdf,5620.0,100.0,-112.0,4.333,0.115,-0.115,0.34,0.1,-0.15,1.143,0.174,-0.139,1.025,0.063,-0.063,,,,q1_q17_dr25_stellar,282.39194,43.889351,12.701,13.186,12.631,12.494,12.455,11.53,11.222,11.167,0.0,18.82613,5.1e-06,43.888921,7.5e-05,0.0,0.2,-1.55,0.27,-7.6e-05,4.9e-05,-0.000358,6.7e-05,0.34,0.28,2.4,1.0,2.4,1.0,-0.15,0.17,0.33,0.19,0.36,0.18
2852,8827575,K03052.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.87,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,15.6112238,0.0001275,-0.0001275,144.8735,0.00729,-0.00729,2454977.874,0.00729,-0.00729,0.0,,,,,,0.468,0.489,-0.26,3.873,0.209,-0.209,,,,113.5,8.1,-8.1,0.009854,0.000226,-0.00072,1.62557,0.78849,-0.49768,LS+MCMC,0.91,0.09,-0.05,0.1169,,,89.03,,,637.0,,,38.99,12.02,-6.76,27.6,13.4,-13.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2327,0.4526,q1_q17_dr25_koi,3.8615165,11.277081,15.7,2,87.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.051,Mandel and Agol (2002 ApJ 580 171),,,008/008827/008827575/dv/kplr008827575-20160209194854_dvr.pdf,008/008827/008827575/dv/kplr008827575-002-20160209194854_dvs.pdf,5383.0,107.0,-107.0,4.528,0.042,-0.078,0.0,0.15,-0.15,0.842,0.084,-0.045,0.874,0.048,-0.054,,,,q1_q17_dr25_stellar,295.09027,45.081181,13.573,14.151,13.516,13.325,13.239,12.262,11.849,11.767,0.008,19.672723,1.9e-05,45.08101,0.00033,1.44,0.72,-0.6,1.2,-0.000181,7.4e-05,-4e-05,0.00012,-0.3,2.2,0.8,2.4,0.8,2.7,-0.3,2.3,0.5,2.2,0.6,2.7
2879,1717722,K03145.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_MEAS,4.53702121,2.498e-05,-2.498e-05,132.1846,0.00446,-0.00446,2454965.185,0.00446,-0.00446,0.0,,,,,,0.706,0.058,-0.491,1.813,0.124,-0.124,,,,504.4,36.5,-36.5,0.022053,0.005258,-0.002031,2.61043,4.63396,-2.2154,LS+MCMC,1.66,0.19,-0.11,0.0486,,,87.14,,,798.0,,,95.61,38.11,-21.67,14.16,6.3,-6.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1142,0.6188,q1_q17_dr25_koi,3.6556718,13.821158,15.7,2,286.0,2.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.3643,Mandel and Agol (2002 ApJ 580 171),,,001/001717/001717722/dv/kplr001717722-20160209194854_dvr.pdf,001/001717/001717722/dv/kplr001717722-002-20160209194854_dvs.pdf,4805.0,144.0,-144.0,4.633,0.027,-0.059,-0.06,0.3,-0.3,0.688,0.079,-0.045,0.769,0.053,-0.079,,,,q1_q17_dr25_stellar,290.61798,37.289089,15.689,16.554,15.617,15.319,15.128,14.058,13.46,13.358,0.009,19.374509,1e-05,37.28912,0.00014,-0.95,0.44,0.12,0.5,2e-05,0.00022,0.00038,0.00025,1.37,0.44,-2.8,0.46,3.11,0.54,0.16,0.29,0.2,0.43,0.25,0.38
2893,4857058,K03061.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.981,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.32851947,2.311e-05,-2.311e-05,132.12857,0.00248,-0.00248,2454965.129,0.00248,-0.00248,0.0,,,,,,0.983,0.079,-0.771,1.211,0.114,-0.114,,,,277.8,27.6,-27.6,0.024449,0.044019,-0.008477,0.83126,91.31004,-0.33412,LS+MCMC,2.33,0.13,-0.18,0.0689,,,85.76,,,807.0,,,100.13,18.77,-20.11,13.31,6.6,-6.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,3.504757,11.371243,14.0,2,182.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8991,Mandel and Agol (2002 ApJ 580 171),,,004/004857/004857058/dv/kplr004857058-20160209194854_dvr.pdf,004/004857/004857058/dv/kplr004857058-001-20160209194854_dvs.pdf,5135.0,84.0,-76.0,4.464,0.084,-0.039,0.12,0.15,-0.15,0.874,0.048,-0.069,0.812,0.058,-0.029,,,,q1_q17_dr25_stellar,297.04208,39.912231,14.316,15.062,14.252,13.997,13.863,12.852,12.359,12.232,0.052,19.802835,2.1e-05,39.91228,0.00025,1.23,0.85,0.2,0.9,-0.00029,0.0002,-0.00017,0.00021,0.54,0.52,-0.48,0.39,0.72,0.49,0.4,0.58,-0.63,0.38,0.74,0.48
2985,6677841,K01236.04,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.94,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,98.353149,0.001793,-0.001793,217.883,0.0139,-0.0139,2455050.883,0.0139,-0.0139,0.0,,,,,,0.906,0.029,-0.623,24.708,0.658,-0.658,,,,423.0,14.4,-14.4,0.022291,0.003546,-0.003067,0.00587,0.05281,-0.00468,LS+MCMC,4.13,0.69,-0.92,0.439,,,86.4,,,552.0,,,21.96,10.24,-9.67,14.43,7.2,-7.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3023,0.3153,q1_q17_dr25_koi,5.5841603,9.5724945,30.5,4,12.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0261,Mandel and Agol (2002 ApJ 580 171),,,006/006677/006677841/dv/kplr006677841-20160209194854_dvr.pdf,006/006677/006677841/dv/kplr006677841-003-20160209194854_dvs.pdf,6366.0,116.0,-116.0,4.045,0.196,-0.098,-0.2,0.15,-0.15,1.697,0.285,-0.38,1.164,0.134,-0.11,,,,q1_q17_dr25_stellar,287.3912,42.194832,13.659,13.869,13.589,13.518,13.523,12.724,12.509,12.509,0.002,19.159411,8.7e-06,42.19467,0.00018,-0.14,0.35,-0.57,0.66,-2e-05,0.00014,-0.0005,0.00026,0.09,0.24,-0.07,0.21,0.12,0.23,0.21,0.24,-0.08,0.2,0.22,0.23
2992,8162789,K00521.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,10.161023528,9.176e-06,-9.176e-06,172.000736,0.000741,-0.000741,2455005.001,0.000741,-0.000741,0.0,,,,,,0.716,0.053,-0.501,3.1627,0.0546,-0.0546,,,,1653.9,16.7,-16.7,0.039948,0.002442,-0.002451,1.1647,1.61425,-0.40672,LS+MCMC,4.62,1.37,-0.73,0.0918,,,87.78,,,904.0,,,157.97,141.44,-62.35,18.52,8.6,-8.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,13.335645,101.96851,111.1,2,133.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5831,Mandel and Agol (2002 ApJ 580 171),,,008/008162/008162789/dv/kplr008162789-20160209194854_dvr.pdf,008/008162/008162789/dv/kplr008162789-001-20160209194854_dvs.pdf,6032.0,189.0,-232.0,4.387,0.108,-0.201,-0.14,0.3,-0.3,1.06,0.312,-0.168,0.999,0.153,-0.126,,,,q1_q17_dr25_stellar,290.73517,44.09132,14.633,,14.578,14.463,14.437,13.559,12.893,13.193,0.0,19.3823887,1.9e-06,44.09113,1.5e-05,1.735,0.073,-0.686,0.053,0.00167,0.00014,-0.00058,0.00013,-3.09,0.62,1.8,0.11,3.58,0.54,0.052,0.071,-0.099,0.094,0.111,0.09
3029,10189546,K00427.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,24.61480613,3.227e-05,-3.227e-05,191.741225,0.000999,-0.000999,2455024.741,0.000999,-0.000999,0.0,,,,,,0.435,0.268,-0.297,2.6602,0.0407,-0.0407,,,,1798.0,28.8,-28.8,0.038975,0.00502,-0.00086,9.26987,4.00476,-0.05374,LS+MCMC,4.2,0.45,-0.5,0.1575,,,89.63,,,586.0,,,27.93,8.48,-7.5,66.7,28.8,-28.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,12.261243,53.934418,68.4,3,54.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1465,Mandel and Agol (2002 ApJ 580 171),,,010/010189/010189546/dv/kplr010189546-20160209194854_dvr.pdf,010/010189/010189546/dv/kplr010189546-001-20160209194854_dvs.pdf,5312.0,79.0,-79.0,4.384,0.137,-0.074,0.16,0.15,-0.15,0.986,0.107,-0.117,0.859,0.06,-0.033,,,,q1_q17_dr25_stellar,283.0228,47.261131,14.621,15.209,14.571,14.37,14.301,13.303,12.903,12.826,0.0,18.8681755,2.7e-06,47.26093,3.5e-05,-0.384,0.098,-0.72,0.12,-0.00092,0.00022,-0.00241,0.0003,0.59,0.12,1.6,0.24,1.7,0.23,0.05,0.1,0.2,0.11,0.2,0.1
3056,7303287,K01353.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.343,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,330.071558,0.006272,-0.006272,340.9871,0.0109,-0.0109,2455173.987,0.0109,-0.0109,0.0,,,,,,0.681,0.048,-0.491,4.295,0.398,-0.398,,,,616.7,66.0,-66.0,0.024125,0.009852,-0.001664,15.69401,32.25853,-0.05757,LS+MCMC,2.94,0.46,-0.38,0.9342,,,89.91,,,286.0,,,1.58,0.69,-0.47,449.0,184.0,-184.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,6.0861735,8.542428,10.6,3,4.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8317,Mandel and Agol (2002 ApJ 580 171),,,007/007303/007303287/dv/kplr007303287-20160209194854_dvr.pdf,007/007303/007303287/dv/kplr007303287-003-20160209194854_dvs.pdf,5933.0,107.0,-119.0,4.342,0.115,-0.115,-0.06,0.15,-0.15,1.115,0.174,-0.142,0.998,0.081,-0.066,,,,q1_q17_dr25_stellar,297.46533,42.882839,13.956,14.403,13.921,13.764,13.691,12.861,12.596,12.508,0.296,19.831039,2.2e-05,42.883,0.00024,0.64,0.88,0.59,0.85,-0.00048,0.00072,-0.00041,0.00075,0.07,0.21,-0.29,0.22,0.3,0.22,0.14,0.21,-0.26,0.22,0.29,0.21
3190,10973664,K00601.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.67894236,2.452e-05,-2.452e-05,131.5119,0.00177,-0.00177,2454964.512,0.00177,-0.00177,0.0,,,,,,0.94,0.015,-0.712,1.2641,0.0515,-0.0515,,,,1185.1,63.8,-63.8,0.039589,0.000357,-0.007907,4.27728,88.50127,-0.25285,LS+MCMC,4.17,1.31,-0.44,0.1021,,,88.28,,,830.0,,,112.07,103.8,-32.9,31.4,15.4,-15.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2916,0.3447,q1_q17_dr25_koi,7.5244584,42.963585,23.1,3,108.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3134,Mandel and Agol (2002 ApJ 580 171),,,010/010973/010973664/dv/kplr010973664-20160209194854_dvr.pdf,010/010973/010973664/dv/kplr010973664-002-20160209194854_dvs.pdf,6122.0,169.0,-190.0,4.487,0.052,-0.208,-0.18,0.25,-0.35,0.964,0.303,-0.101,1.041,0.139,-0.139,,,,q1_q17_dr25_stellar,290.84906,48.416012,14.697,15.122,14.643,14.515,14.45,13.579,13.263,13.291,0.285,19.3899348,6.3e-06,48.415975,6e-05,-0.09,0.23,-0.13,0.22,6e-05,0.00033,0.00023,0.00038,0.0,0.12,0.0,0.14,0.0,0.12,0.08,0.11,0.06,0.15,0.1,0.12
3347,10460984,K00474.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,94.886902,0.001216,-0.001216,214.82879,0.00659,-0.00659,2455047.829,0.00659,-0.00659,0.0,,,,,,0.982,40.04,-0.023,6.923,0.333,-0.333,,,,641.7,29.6,-29.6,0.035401,40.01582,-0.007261,0.08569,4.58506,-0.06561,LS+MCMC,4.24,0.69,-0.56,0.4025,,,88.37,,,429.0,,,7.99,3.62,-2.45,34.4,17.1,-17.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,9.917136,19.497467,25.5,4,14.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.413,Mandel and Agol (2002 ApJ 580 171),,,010/010460/010460984/dv/kplr010460984-20160209194854_dvr.pdf,010/010460/010460984/dv/kplr010460984-003-20160209194854_dvs.pdf,5888.0,106.0,-117.0,4.342,0.115,-0.115,-0.1,0.15,-0.15,1.097,0.179,-0.146,0.966,0.075,-0.068,,,,q1_q17_dr25_stellar,287.78085,47.62991,14.282,14.634,14.224,14.131,14.088,13.254,13.008,12.935,0.832,19.185386,1.4e-05,47.6299,0.00013,-0.1,0.5,-0.04,0.46,0.0,0.00039,-0.00011,0.00042,-0.05,0.17,0.23,0.21,0.23,0.21,-0.19,0.22,0.1,0.23,0.22,0.18
3416,10265898,K00732.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,5.25449393,5.613e-05,-5.613e-05,132.55624,0.00796,-0.00796,2454965.556,0.00796,-0.00796,0.0,,,,,,0.837,0.108,-0.597,3.078,0.197,-0.197,,,,169.0,14.6,-14.6,0.013572,0.002167,-0.001976,0.29085,1.32126,-0.23589,LS+MCMC,1.41,0.38,-0.11,0.0602,,,83.61,,,975.0,,,213.25,170.17,-56.37,7.52,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2111,0.4955,q1_q17_dr25_koi,3.538901,10.598249,12.6,3,241.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6144,Mandel and Agol (2002 ApJ 580 171),,,010/010265/010265898/dv/kplr010265898-20160209194854_dvr.pdf,010/010265/010265898/dv/kplr010265898-002-20160209194854_dvs.pdf,5550.0,166.0,-183.0,4.5,0.046,-0.184,0.46,0.05,-0.3,0.954,0.252,-0.079,1.05,0.075,-0.113,,,,q1_q17_dr25_stellar,288.32791,47.381592,15.342,15.969,15.255,15.073,14.978,14.054,13.616,13.503,0.218,19.221847,3.1e-05,47.38182,0.0003,-0.5,1.2,0.8,1.1,8e-05,0.00021,-0.00018,0.0002,0.7,1.8,2.75,0.78,2.8,1.1,0.7,1.6,2.54,0.8,2.6,1.0
3468,8456679,K00102.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.73513619,2.82e-07,-2.82e-07,135.060047,0.000136,-0.000136,2454968.06,0.000136,-0.000136,0.0,,,,,,0.045,0.192,-0.045,2.2741,0.00554,-0.00554,,,,952.6,2.3,-2.3,0.027957,0.000181,-6.5e-05,1.36796,0.00537,-0.2376,LS+MCMC,3.27,0.54,-0.33,0.0286,,,89.57,,,1554.0,,,1372.87,628.45,-350.48,6.0158,0.0236,-0.0236,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,25.635942,432.8909,473.2,2,772.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,008/008456/008456679/dv/kplr008456679-20160209194854_dvr.pdf,008/008456/008456679/dv/kplr008456679-001-20160209194854_dvs.pdf,5751.0,103.0,-114.0,4.391,0.08,-0.12,0.21,0.15,-0.15,1.071,0.177,-0.109,1.028,0.074,-0.067,,,,q1_q17_dr25_stellar,299.70474,44.435749,12.566,12.991,12.576,12.384,12.357,11.398,11.124,11.055,0.0,19.9803178,1e-06,44.435397,1.6e-05,0.042,0.039,-1.27,0.057,0.00014,3.7e-05,-0.001065,5.4e-05,-0.37,0.31,2.24,0.7,2.27,0.69,0.03,0.071,-0.065,0.078,0.072,0.074
